site_id,sheet,collected,max_to_collect,source,exact_or_lowerbound,gap,health,observed_pdf_rate,projected_pdf_count,projected_storage_gb,corrected_max,correction_source,n_corroborating,confidence,corrected_storage_gb
diplomatie-gouv-fr-en,France Ministries,551,379,count_timeout,lower_bound,-172,,0.0145,6,0.01,695,count_only_c_full.csv,4,corroborated,0.02
directives-doe-gov-directives-browse,USA Executive Departments,205,,,unmeasured,,fetch_fail,0.0,,,205,count_only_c_full.csv,6,corroborated,0.61
directives-doe-gov-guidance,USA Executive Departments,260,51,count_crawl,exact,-209,,0.0,0,0.0,51,capacity_final.csv,10,unchanged,0.0
doaj-org-search,Irish Research Centers,1417,35582,api_oai_resumption,exact,34165,,0.1503,5349,4.1,13373055,crawler_health_probe308.csv,3,corroborated,1540.93
doc-cerema-fr-default,French Research Institutes,697,,,unmeasured,,fetch_fail,0.5581,,,0,count_only_c_full.csv,0,single_source,0.0
doi-gov-bpp,USA Executive Departments,204,204,count_crawl,exact,0,,1.0,204,0.19,204,capacity_final.csv,11,unchanged,0.19
dol-gov-newsroom,USA Executive Departments,275,165,count_timeout,lower_bound,-110,,0.2473,41,0.02,292,count_only_capped_1h.csv,3,corroborated,0.04
doras-dcu-ie-view,Irish Research Centers,2229,4902,big_api,exact,2673,,0.943,4623,39.85,4902,capacity_final.csv,2,unchanged,39.85
dpmc-govt-nz-publications,뉴질랜드완료,571,161,count_timeout,lower_bound,-410,,0.0,0,0.0,1060,count_only_c_full.csv,4,corroborated,0.0
drc-gov-cn-leafaspx,중국 완료,555,,,unmeasured,,fetch_fail,0.0,,,2232,count_only_capped_1h.csv,1,single_source,6.62
drugsandalcohol-ie-cgi,Irish Research Centers,500,5696,count_crawl,lower_bound,5196,,0.834,4750,17.69,9768,big_totals.csv,2,corroborated,30.34
dspace-emu-ee-search,Estonia Research Centers,500,10421,api_dspace_rest7,exact,9921,,0.412,4293,14.97,10421,capacity_final.csv,2,unchanged,14.97
dspace-ut-ee-search,Estonia Research Centers,125,114527,api_dspace_rest7,exact,114402,,0.984,112695,191.46,114527,capacity_final.csv,3,unchanged,191.46
dst-dk-da,덴마크완료,408,275,count_timeout,lower_bound,-133,,0.9828,270,0.93,473,count_only_c_full.csv,5,corroborated,1.6
dtic-dimensions-ai-discover,American Research Institutes,500,25000,api_html_count_regex,exact,24500,,0.426,10650,8.05,25000,capacity_final.csv,3,unchanged,8.05
e-stat-go-jp-stat-search,일본완료,1018,1709118,big_api,exact,1708100,,0.0766,130954,80.13,1709118,capacity_final.csv,4,unchanged,80.13
earlham-ac-uk-newsroom,영국완료,278,283,count_crawl,exact,5,,0.0,0,0.0,283,capacity_final.csv,5,unchanged,0.0
earth-prints-org,Italy Research centers,796,,,unmeasured,,,0.8442,,,16855,count_only_c_full.csv,2,corroborated,50.01
ec-lyon-hal-science-search,French Public Universities,222,252,hal_api,exact,30,,0.982,247,0.59,32877,crawler_health_final.csv,2,corroborated,76.97
ecat-ga-gov-au-geonetwork,호주완료,796,799,count_crawl,lower_bound,3,,0.9837,786,13.0,7191,count_only_c_full.csv,2,corroborated,117.0
ecologie-gouv-fr-presse,France Ministries,4049,383,count_timeout,lower_bound,-3666,,0.1027,39,0.12,4110,big_totals.csv,2,corroborated,1.29
economie-fgov-be-nl,벨기에완료,138,120,count_crawl,exact,-18,,0.1304,16,0.0,120,capacity_final.csv,6,unchanged,0.0
economy-ni-gov-uk-news,영국완료,500,20,count_crawl,exact,-480,,0.004,0,0.0,1900,exact_probe.csv,2,corroborated,0.0
economy-ni-gov-uk-publications,영국완료,583,458,count_timeout,lower_bound,-125,,0.8868,406,0.59,11909,exact_probe.csv,1,single_source,15.34
ed-gov-about,USA Executive Departments,224,387,api_html_count_regex,exact,163,,0.442,171,0.26,387,capacity_final.csv,2,unchanged,0.26
eda-admin-ch-eda,Switzerland Departments,12,,,unmeasured,,fetch_fail,0.0833,,,50,count_only_c_full.csv,5,corroborated,0.15
edi-admin-ch-de,Switzerland Departments,360,,,unmeasured,,fetch_fail,0.1167,,,52,big_totals.csv,1,single_source,0.15
edoc-rki-de-handle,GER ResearchCenters(Unfinished),20,14052,api_oai_resumption,exact,14032,,0.95,13349,105.97,14052,capacity_final.csv,2,unchanged,105.97
educacionfpydeportes-gob-es-prensahtml,Spain Ministries,347,303,count_timeout,lower_bound,-44,,0.0173,5,0.0,507,count_only_capped_1h.csv,4,corroborated,0.0
education-govt-nz-our-work,뉴질랜드완료,34,3,api_html_count_regex,exact,-31,,0.0,0,0.0,30,full_survey_totals.csv,2,corroborated,0.0
education-govt-nz-search,뉴질랜드완료,66,3,api_html_count_regex,exact,-63,,0.9697,3,0.0,68,full_survey_totals.csv,1,single_source,0.0
education-ni-gov-uk-news,영국완료,503,950,api_html_count_regex,exact,447,,0.0119,11,0.0,950,capacity_final.csv,3,unchanged,0.0
edx-netl-doe-gov-group,American Research Institutes,100,17984,api_ckan,exact,17884,,0.98,17624,3.17,17984,capacity_final.csv,2,unchanged,3.17
efd-admin-ch-en,Switzerland Departments,500,471,count_timeout,lower_bound,-29,,0.0,0,0.0,2528,count_only_c_full.csv,4,corroborated,0.0
efk-admin-ch-fr,Switzerland Research Centers,26,46,api_wordpress_posts,exact,20,,1.0,46,0.1,46,capacity_final.csv,2,unchanged,0.1
ehesp-fr-espace-presse,French Public Universities,127,1088,api_wordpress_posts,exact,961,,1.0,1088,0.35,1088,capacity_final.csv,2,unchanged,0.35
ehess-hal-science-search,French Public Universities,429,21015,hal_api,exact,20586,,0.9814,20623,118.16,108008,crawler_health_final.csv,2,corroborated,607.29
ejournals-epublishing-ekt-gr-indexphp,Greece Research Centers,474,235,count_timeout,lower_bound,-239,,0.9831,231,0.8,2421,count_only_c_full.csv,1,single_source,8.24
elocus-lib-uoc-gr-search,Greece Research Centers,282,103,count_timeout,lower_bound,-179,,0.7057,73,0.28,447,count_only_c_full.csv,1,single_source,1.22
em-dk-aktuelt,덴마크완료,350,350,count_crawl,exact,0,,0.9914,347,0.66,350,capacity_final.csv,7,unchanged,0.66
em-lyon-com-en,French Public Universities,348,318,count_timeout,lower_bound,-30,,0.1034,33,0.03,833,count_only_c_full.csv,1,single_source,0.08
emep-int-mscw,Norway Research Centers,213,215,count_crawl,exact,2,,0.7136,153,2.34,215,capacity_final.csv,6,unchanged,2.34
emsl-pnnl-gov-science,American Research Institutes,6,6,count_crawl,exact,0,,1.0,3,0.0,28,count_only_c_full.csv,2,corroborated,0.0
en-ird-fr-sections,French Research Institutes,84,21,api_html_count_regex,exact,-63,,0.5238,11,0.0,21,capacity_final.csv,3,unchanged,0.0
en-iwhr-cn-iwhr-english-new,중국 완료,458,,,unmeasured,,zero_parsed,0.0,,,0,count_only_c_full.csv,0,single_source,0.0
en-moj-gov-cn-lawsandregulationsht,중국 완료,15,15,count_crawl,exact,0,,0.0,9,0.05,15,capacity_final.csv,1,unchanged,0.05
en-ndrc-gov-cn-policies,중국 완료,52,,,unmeasured,,fetch_fail,1.0,,,1,exact_probe.csv,1,single_source,0.0
en-nhc-gov-cn-publicationshtml,중국 완료,9,9,count_crawl,exact,0,,0.4444,5,0.01,9,capacity_final.csv,6,unchanged,0.01
en-nim-ac-cn-taxonomy,중국 완료,303,303,count_crawl,exact,0,,0.0,0,0.0,303,capacity_final.csv,10,unchanged,0.0
enac-hal-science-search,French Public Universities,549,2395,hal_api,exact,1846,,1.0,2395,5.78,3613,crawler_health_final.csv,1,single_source,8.72
enc-hal-science-search,French Public Universities,509,666,hal_api,exact,157,,0.9843,656,2.65,3889,crawler_health_final.csv,1,single_source,15.47
energy-gov-management,USA Executive Departments,388,388,count_crawl,exact,0,,0.9948,386,0.17,388,capacity_final.csv,7,unchanged,0.17
energy-gov-open-government,USA Executive Departments,10,,,unmeasured,,zero_parsed,0.3,,,10,count_only_c_full.csv,5,corroborated,0.03
energy-gov-search,USA Executive Departments,191,49332,custom_api,exact,49141,,0.9319,45974,27.95,49332,capacity_final.csv,4,unchanged,27.95
eng-mod-gov-cn-2025xb,중국 완료,10,10,count_crawl,exact,0,,0.0,6,0.03,10,capacity_final.csv,11,unchanged,0.03
english-cnipa-gov-cn-col,중국 완료,353,353,count_crawl,exact,0,,0.2861,101,0.45,353,capacity_final.csv,7,unchanged,0.45
english-mee-gov-cn-resources,중국 완료,20,,,unmeasured,,fetch_fail,1.0,,,1,exact_probe.csv,1,single_source,0.0
english-www-gov-cn-archive,중국 완료,506,437,count_timeout,lower_bound,-69,,0.0,0,0.0,789,count_only_c_full.csv,1,single_source,0.0
enpc-hal-science-search,French Public Universities,741,15281,hal_api,exact,14540,,0.9973,15240,35.87,43475,crawler_health_final.csv,2,corroborated,102.05
ens-hal-science-search,French Public Universities,18340,1693,hal_api,exact,-16647,,0.9972,1688,7.96,84355,crawler_health_final.csv,2,corroborated,396.61
ens-lyon-fr-lecole,French Public Universities,154,151,count_crawl,exact,-3,,0.3571,54,0.03,152,count_only_c_full.csv,7,corroborated,0.03
ens-lyon-hal-science-search,French Public Universities,1343,24750,hal_api,exact,23407,,0.9955,24639,106.07,106515,crawler_health_final.csv,2,corroborated,456.49
enscp-hal-science-search,French Public Institutions,3517,3777,hal_api,exact,260,,0.9505,3590,14.11,8006,crawler_health_final.csv,1,single_source,29.91
enssib-hal-science-search,French Public Universities,12,177,hal_api,exact,165,,1.0,102,0.36,992,crawler_health_final.csv,1,single_source,2.02
environment-govt-nz-acts-and-regulations,뉴질랜드완료,315,,,unmeasured,,zero_parsed,0.927,,,394,count_only_capped_1h.csv,4,corroborated,1.17
environment-govt-nz-publications,뉴질랜드완료,249,,,unmeasured,,fetch_fail,0.0,,,563,count_only_capped_1h.csv,4,corroborated,1.67
environment-govt-nz-what-you-can-do,뉴질랜드완료,58,0,count_timeout,lower_bound,-58,,0.2414,0,0.0,3,crawler_health_probe.csv,2,corroborated,0.01
envt-hal-science-search,French Public Universities,1063,188,hal_api,exact,-875,,1.0,188,0.57,17091,crawler_health_final.csv,1,single_source,51.82
epa-ie-news-releases,Irish Research Centers,120,128,count_crawl,exact,8,,0.0,0,0.0,128,capacity_final.csv,6,unchanged,0.0
eprints-imtlucca-it-cgi,Italy Research centers,1461,,,unmeasured,,fetch_fail,0.3162,,,3,reverify44.csv,1,single_source,0.01
eprints-soton-ac-uk-view,영국완료,259,,,unmeasured,,fetch_fail,0.5444,,,3,reverify44.csv,1,single_source,0.01
eprr-lanl-gov,American Research Institutes,367,,,unmeasured,,zero_parsed,1.0,,,2,big_totals.csv,1,single_source,0.01
espci-hal-science-search,French Public Universities,22,23,hal_api,exact,1,,0.9545,22,0.06,12333,crawler_health_final.csv,1,single_source,32.17
esri-ie-publications,Irish Research Centers,531,310,count_timeout,lower_bound,-221,,0.5989,186,0.27,3193,count_only_c_full.csv,1,single_source,2.78
esteri-it-it,Italy Ministries,5533,25207,custom_api,exact,19674,,0.0,0,0.0,25207,capacity_final.csv,4,unchanged,0.0
etera-ee-browse,Estonia Research Centers,100403,210234,big_api,exact,109831,,0.8445,177536,1903.81,210234,capacity_final.csv,2,unchanged,1903.81
ethniccommunities-govt-nz-resources,뉴질랜드완료,85,86,count_crawl,exact,1,,0.0,0,0.0,86,capacity_final.csv,1,unchanged,0.0
ethz-ch-de,Switzerland Research Centers,203,,,unmeasured,,fetch_fail,0.936,,,204,count_only_c_full.csv,6,corroborated,0.61
etis-ee-portal,Estonia Research Centers,138,1,count_timeout,lower_bound,-137,,0.0,0,0.0,327834,count_only_c_full.csv,3,corroborated,0.0
exteriores-gob-es-en,Spain Ministries,55,20,api_html_count_regex,exact,-35,,1.0,20,0.12,55,full_survey_totals.csv,1,single_source,0.33
fafo-no-en,Norway Research Centers,322,228,count_timeout,lower_bound,-94,,0.8137,186,0.29,474,count_only_c_full.csv,4,corroborated,0.6
fair-healthdata-be-search,벨기에완료,10,248,custom_api,exact,238,,0.2,143,0.03,248,capacity_final.csv,6,unchanged,0.03
federalregister-gov-documents,USA Executive Departments,5957,10000,custom_api,exact,4043,,0.9997,9997,4.23,10000,capacity_final.csv,3,unchanged,4.23
fhi-no-en,Norway Research Centers,255,1000,custom_api,exact,745,,0.9529,953,1.83,1000,capacity_final.csv,3,unchanged,1.83
fi-se-en,스웨덴 완료,122,92,count_crawl,exact,-30,,0.8689,80,0.04,95,html_only_ALL.csv,10,corroborated,0.04
fibl-org-en,Switzerland Research Centers,539,15,count_timeout,lower_bound,-524,,0.3488,5,0.02,1970,count_only_c_full.csv,1,single_source,2.63
finance-ni-gov-uk-publications,영국완료,336,17,count_crawl,exact,-319,,0.9435,16,0.0,3510,big_totals.csv,1,single_source,0.0
flore-unifi-it,Italy Research centers,14038,,,unmeasured,,,0.0,,,43600,count_only_c_full.csv,1,single_source,129.37
fm-dk-udgivelser,덴마크완료,100,100,count_crawl,exact,0,,1.0,100,0.41,100,capacity_final.csv,6,unchanged,0.41
fmi-ch-research,Switzerland Research Centers,818,1,count_timeout,lower_bound,-817,,0.0147,0,0.0,2018,count_only_c_full.csv,1,single_source,0.0
fmn-dk-da,덴마크완료,848,306,count_timeout,lower_bound,-542,,0.158,48,0.04,852,count_only_c_full.csv,4,corroborated,0.11
forest-go-kr-kfsweb,한국완료,931,552,count_timeout,lower_bound,-379,,0.9914,547,1.26,1100,exact_probe.csv,1,single_source,2.51
forskningsradet-no-om-forskningsradet,Norway Research Centers,356,2,api_html_count_regex,exact,-354,,1.0,2,0.0,14,big_totals.csv,1,single_source,0.0
frontiersin-org-articles,American Research Institutes,1230,242,api_html_count_regex,exact,-988,,0.3423,83,0.25,357,full_survey_totals.csv,1,single_source,0.37
fss-or-kr-fss,한국완료,500,420,count_timeout,lower_bound,-80,,0.998,419,0.21,6464,count_only_c_full.csv,1,single_source,3.23
ftc-go-kr-www,한국완료,694,489,count_timeout,lower_bound,-205,,0.9971,488,0.24,9719,exact_probe.csv,1,single_source,4.77
futureneurocentre-ie-our-research,Irish Research Centers,455,95,api_wordpress_posts,exact,-360,,0.2769,26,0.05,95,capacity_final.csv,2,unchanged,0.05
ga-gov-au-data-pubs,호주완료,2243,31979,big_api,exact,29736,,0.9929,31751,326.65,31979,capacity_final.csv,2,unchanged,326.65
garda-ie-en,Irish Research Centers,94,5,api_html_count_regex,exact,-89,,1.0,5,0.01,5,capacity_final.csv,2,unchanged,0.01
gb-go-kr-sub,한국완료,406,407,count_crawl,exact,1,,0.8818,359,0.44,407,capacity_final.csv,4,unchanged,0.44
gcsp-ch-publications,Switzerland Research Centers,176,178,count_crawl,exact,2,,0.483,86,0.1,178,capacity_final.csv,6,unchanged,0.1
genome-gov-about-nhgri,American Research Institutes,42,,,unmeasured,,zero_parsed,1.0,,,1,count_only_c_full.csv,12,corroborated,0.0
genomecanada-ca-about,Canadian Research Centers,50,,,unmeasured,,zero_parsed,1.0,,,1,exact_probe.csv,1,single_source,0.0
geoportal-statistics-gov-uk-search,영국완료,346,24,api_html_count_regex,exact,-322,,0.8295,20,0.08,346,full_survey_totals.csv,1,single_source,1.15
gi-re-kr-home,한국완료,452,398,count_timeout,lower_bound,-54,,0.5177,206,1.64,1902,count_only_c_full.csv,1,single_source,7.84
gichd-org-publications-resourc,Switzerland Research Centers,266,245,count_timeout,lower_bound,-21,,0.8609,211,0.86,371,count_only_c_full.csv,1,single_source,1.3
github-com-orgs,Dutch Research Centers,91,190,custom_api,exact,99,,0.0,0,0.0,190,capacity_final.csv,3,unchanged,0.0
gnews-gg-go-kr-briefing,한국완료,500,432,count_timeout,lower_bound,-68,,0.996,430,0.15,10823,count_only_c_full.csv,1,single_source,3.76
gnewsonline-it-category,Italy Ministries,343,287,count_timeout,lower_bound,-56,,0.0,0,0.0,520,count_only_capped_1h.csv,4,corroborated,0.0
go-griffith-ie-browse,Irish Research Centers,1111,662,api_dspace_rest7,exact,-449,,0.4275,283,0.84,662,capacity_final.csv,5,unchanged,0.84
gob-mx-agricultura,Mexico Ministries,729,,,unmeasured,,no_crawler,0.0,,,7752,count_only_gobmx.csv,1,single_source,23.0
gob-mx-bienestar,Mexico Ministries,729,,,unmeasured,,no_crawler,0.0,,,3186,count_only_gobmx.csv,1,single_source,9.45
gob-mx-buengobierno,Mexico Ministries,771,,,unmeasured,,no_crawler,0.0,,,1375,count_only_gobmx.csv,1,single_source,4.08
gob-mx-defensa,Mexico Ministries,756,,,unmeasured,,no_crawler,0.0,,,2986,count_only_gobmx.csv,1,single_source,8.86
gob-mx-mujeres,Mexico Ministries,270,,,unmeasured,,no_crawler,0.0,,,273,count_only_gobmx.csv,1,single_source,0.81
gob-mx-salud,Mexico Ministries,765,,,unmeasured,,no_crawler,0.0,,,8529,count_only_gobmx.csv,1,single_source,25.31
gob-mx-se,Mexico Ministries,762,,,unmeasured,,no_crawler,0.0,,,3361,count_only_gobmx.csv,1,single_source,9.97
gob-mx-sectur,Mexico Ministries,765,,,unmeasured,,no_crawler,0.0,,,2233,count_only_gobmx.csv,1,single_source,6.63
gob-mx-sedatu,Mexico Ministries,756,,,unmeasured,,no_crawler,0.0,,,3854,count_only_gobmx.csv,1,single_source,11.44
gob-mx-segob,Mexico Ministries,747,,,unmeasured,,no_crawler,0.0,,,9193,count_only_gobmx.csv,1,single_source,27.28
gob-mx-semar,Mexico Ministries,783,,,unmeasured,,no_crawler,0.0,,,2225,count_only_gobmx.csv,1,single_source,6.6
gob-mx-semarnat,Mexico Ministries,774,,,unmeasured,,no_crawler,0.0,,,2487,count_only_gobmx.csv,1,single_source,7.38
gob-mx-sep,Mexico Ministries,774,,,unmeasured,,no_crawler,0.0,,,4231,count_only_gobmx.csv,1,single_source,12.55
gob-mx-shcp,Mexico Ministries,762,,,unmeasured,,no_crawler,0.0,,,1785,count_only_gobmx.csv,1,single_source,5.3
gob-mx-sict,Mexico Ministries,747,,,unmeasured,,no_crawler,0.0,,,5378,count_only_gobmx.csv,1,single_source,15.96
gob-mx-sre,Mexico Ministries,774,,,unmeasured,,no_crawler,0.0,,,5290,count_only_gobmx.csv,1,single_source,15.7
gob-mx-sspc,Mexico Ministries,773,,,unmeasured,,no_crawler,0.0,,,5482,count_only_gobmx.csv,1,single_source,16.27
gob-mx-stps,Mexico Ministries,748,,,unmeasured,,no_crawler,0.0,,,2668,count_only_gobmx.csv,1,single_source,7.92
gov-gr-search,Greece Ministries,489,,,unmeasured,,fetch_fail,0.1738,,,3,reverify44.csv,1,single_source,0.01
gov-ie-en,Ireland Ministries,780,100,api_html_count_regex,exact,-680,,0.0308,3,0.0,100,capacity_final.csv,3,unchanged,0.0
gov-il-collectors,Israel Ministries,708,,,unmeasured,,,0.178,,,10,health_timeout_recheck.csv,1,single_source,0.03
gov-scot-publications,영국완료,1024,50542,big_api,exact,49518,,0.3779,19101,29.91,50542,capacity_final.csv,4,unchanged,29.91
gov-scot-statistics-and-resea,영국완료,353,6001,big_api,exact,5648,,0.7025,4216,4.81,6001,capacity_final.csv,3,unchanged,4.81
gov-uk-search,영국완료,862,42435,big_api,exact,41573,,0.6601,28011,48.02,59322,crawler_health_probe308.csv,2,corroborated,67.13
gov-wales-publications,영국완료,155,192,count_timeout,lower_bound,37,,0.7419,142,0.08,16606,exact_probe.csv,2,corroborated,6.92
government-se-publications,스웨덴 완료,465,,,unmeasured,,,0.2344,,,521,count_only_c_full.csv,1,single_source,1.55
graduateinstitute-ch-library,Switzerland Research Centers,398,0,count_timeout,lower_bound,-398,,0.7337,0,0.0,222,count_only_c_full.csv,6,corroborated,0.66
gri-re-kr-web,한국완료,516,479,count_timeout,lower_bound,-37,,0.9477,454,0.01,1731,count_only_c_full.csv,4,corroborated,0.04
gsi-ie-en-ie,Irish Research Centers,113,,,unmeasured,,fetch_fail,0.5841,,,0,count_only_c_full.csv,0,single_source,0.0
gwangju-go-kr-boardlistdo,한국완료,500,329,count_timeout,lower_bound,-171,,0.0,0,0.0,1121,count_only_c_full.csv,4,corroborated,0.0
gyeongnam-go-kr-board,한국완료,190,352,count_timeout,lower_bound,162,,1.0,352,0.42,38452,exact_probe.csv,1,single_source,45.88
hal-science-afd,French Public Institutions,59,67,hal_api,exact,8,,1.0,67,0.15,67,capacity_final.csv,4,unchanged,0.15
hal-science-ign-ensg,French Public Institutions,3288,3733,hal_api,exact,445,,0.986,3681,30.82,3736,crawler_health_probe308.csv,4,corroborated,30.84
harcresearch-org-news,American Research Institutes,240,240,count_crawl,exact,0,,0.1417,34,0.31,240,capacity_final.csv,1,unchanged,0.31
harcresearch-org-research,American Research Institutes,41,41,count_crawl,exact,0,,0.5854,24,0.18,41,capacity_final.csv,2,unchanged,0.18
hatvp-fr-actualites-et-public,French Public Institutions,57,57,count_crawl,exact,0,,0.4737,27,0.05,57,capacity_final.csv,10,unchanged,0.05
hautconseilclimat-fr-ressources-pedagogiq,French Public Institutions,234,52,api_wordpress_posts,exact,-182,,0.0,0,0.0,234,full_survey_totals.csv,1,single_source,0.0
hcsp-fr-explorecgi,French Public Institutions,37,32,count_crawl,exact,-5,,1.0,32,0.04,21497,exact_probe.csv,1,single_source,26.87
hea-ie-resources,Irish Research Centers,221,347,api_wordpress_posts,exact,126,,1.0,347,0.9,347,capacity_final.csv,2,unchanged,0.9
health-gov-au-publications,호주완료,749,,,unmeasured,,,0.8598,,,3574,count_only_c_full.csv,1,single_source,10.6
health-govt-nz-publications,뉴질랜드완료,306,,,unmeasured,,,0.7059,,,818,count_only_c_full.csv,1,single_source,2.43
health-ni-gov-uk-news,영국완료,137,100,count_crawl,exact,-37,,0.0,0,0.0,2970,big_totals.csv,1,single_source,0.0
health-ni-gov-uk-publications,영국완료,503,20,count_crawl,exact,-483,,0.6064,12,0.01,2833,big_totals.csv,1,single_source,1.42
hec-edu-en,French Public Universities,16,10,count_crawl,exact,-6,,1.0,6,0.0,10,capacity_final.csv,6,unchanged,0.0
hec-hal-science-search,French Public Universities,313,335,hal_api,exact,22,,0.9872,331,1.51,4829,crawler_health_final.csv,1,single_source,21.77
helios-eie-gr-helios,Greece Research Centers,500,11234,api_oai_resumption,exact,10734,,0.616,6920,32.19,11234,capacity_final.csv,2,unchanged,32.19
hfml-felix-nl-en,Dutch Research Centers,62,98,api_html_count_regex,exact,36,,0.0,0,0.0,98,capacity_final.csv,2,unchanged,0.0
hhs-gov-guidance,USA Executive Departments,267,41,count_timeout,lower_bound,-226,,0.0,0,0.0,4064,big_totals.csv,1,single_source,0.0
hi-no-en,Norway Research Centers,119,119,count_crawl,exact,0,,0.9916,118,0.75,119,capacity_final.csv,7,unchanged,0.75
home-cern-news,Switzerland Research Centers,809,10,count_crawl,exact,-799,,0.0,0,0.0,2200,count_only_c_full.csv,4,corroborated,0.0
home-treasury-gov-about,USA Executive Departments,12,12,count_crawl,exact,0,,1.0,7,0.01,12,capacity_final.csv,6,unchanged,0.01
homeaffairs-gov-au-sitesearch,호주완료,1308,,,unmeasured,,fetch_fail,0.9969,,,3676,count_only_capped_1h.csv,1,single_source,10.91
hrb-ie-publications,Irish Research Centers,187,819,api_wordpress_posts,exact,632,,0.262,215,0.45,819,capacity_final.csv,2,unchanged,0.45
hrbopenresearch-org,Irish Research Centers,437,260,count_timeout,lower_bound,-177,,0.0,0,0.0,739,count_only_c_full.csv,4,corroborated,0.0
hud-govt-nz-documents,뉴질랜드완료,148,9,count_timeout,lower_bound,-139,,0.9932,9,0.03,47,count_only_capped_1h.csv,3,corroborated,0.16
hud-govt-nz-stats-and-insights,뉴질랜드완료,1334,1,count_timeout,lower_bound,-1333,,0.9768,1,0.0,2089,count_only_c_full.csv,5,corroborated,0.0
humanrights-go-kr-base,한국완료,450,359,count_timeout,lower_bound,-91,,0.9978,358,0.27,571,exact_probe.csv,5,corroborated,0.43
icn-artem-com-en,French Public Universities,6,21,count_crawl,exact,15,,0.0,12,0.07,21,capacity_final.csv,6,unchanged,0.07
icn-hal-science-search,French Public Universities,133,154,hal_api,exact,21,,0.9248,142,0.12,1748,crawler_health_final.csv,1,single_source,1.36
icp-fr-a-propos-de-licp,French Public Institutions,99,,,unmeasured,,zero_parsed,1.0,,,99,count_only_c_full.csv,10,corroborated,0.29
icp-hal-science-search,French Public Institutions,220,182,hal_api,exact,-38,,0.9864,180,0.24,9325,crawler_health_final.csv,1,single_source,12.3
idiap-ch-en,Switzerland Research Centers,125,125,count_timeout,lower_bound,0,,0.592,74,0.01,125,capacity_final.csv,6,unchanged,0.01
ifau-se-forskning,스웨덴 완료,101,106,count_crawl,exact,5,,1.0,106,0.1,106,capacity_final.csv,8,unchanged,0.1
ifau-se-press,스웨덴 완료,215,215,count_crawl,exact,0,,0.0,0,0.0,215,capacity_final.csv,7,unchanged,0.0
ifpenergiesnouvelles-fr-tags,French Research Institutes,150,150,count_crawl,exact,0,,0.04,6,0.01,150,capacity_final.csv,6,unchanged,0.01
ifr-pan-edu-pl-dzialalnosc-naukowa,Polish Research Centers,232,,,unmeasured,,zero_parsed,0.0517,,,3,reverify44.csv,1,single_source,0.01
ifremer-fr-fr,French Research Institutes,286,287,count_crawl,exact,1,,0.521,150,0.1,287,capacity_final.csv,5,unchanged,0.1
ign-fr-espace-presse,French Public Institutions,67,70,count_crawl,exact,3,,0.9701,68,0.04,70,capacity_final.csv,6,unchanged,0.04
igualdad-gob-es-comunicacion,Spain Ministries,216,166,count_timeout,lower_bound,-50,,0.0926,15,0.01,286,count_only_c_full.csv,4,corroborated,0.02
iheid-swisscovery-ch-discovery,Switzerland Research Centers,523,24,count_crawl,exact,-499,,0.0,0,0.0,3749,count_only_c_full.csv,2,corroborated,0.0
ii-re-kr-base,한국완료,287,0,count_timeout,lower_bound,-287,,0.892,0,0.0,4259,exact_probe.csv,1,single_source,12.64
iisd-org-press,Canadian Research Centers,342,601,api_html_count_regex,exact,259,,0.0117,7,0.02,601,capacity_final.csv,3,unchanged,0.02
illustro-iadt-figshare-com-search,Irish Research Centers,92,92,count_crawl,exact,0,,1.0,92,0.19,92,capacity_final.csv,6,unchanged,0.19
imt-nord-europe-hal-science-search,French Public Universities,61,2137,hal_api,exact,2076,,1.0,2137,11.54,7266,crawler_health_final.csv,1,single_source,39.24
incheon-go-kr-ic010205,한국완료,1328,455,count_timeout,lower_bound,-873,,0.7342,334,0.48,16464,exact_probe.csv,1,single_source,17.37
indicators-be-nl,벨기에완료,84,84,count_crawl,exact,0,,0.0,0,0.0,84,capacity_final.csv,6,unchanged,0.0
ineris-fr-fr,French Research Institutes,141,0,count_timeout,lower_bound,-141,,1.0,0,0.0,20,big_totals.csv,1,single_source,0.06
ineris-hal-science-search,French Research Institutes,2234,75,hal_api,exact,-2159,,0.9987,75,0.09,8889,crawler_health_final.csv,1,single_source,10.67
info-daegu-go-kr-newshome,한국완료,490,443,count_timeout,lower_bound,-47,,0.998,442,0.54,1300,count_only_capped_1h.csv,3,corroborated,1.58
info-korail-com-info,한국완료,565,516,count_timeout,lower_bound,-49,,1.0,516,0.3,12616,exact_probe.csv,1,single_source,7.33
infrastructure-ni-gov-uk-news,영국완료,420,20,count_crawl,exact,-400,,0.0,0,0.0,2998,exact_probe.csv,2,corroborated,0.0
inrae-fr-actualites,French Research Institutes,830,831,count_crawl,lower_bound,1,,0.0,0,0.0,839,reverify44.csv,2,corroborated,0.0
inria-fr-fr,French Research Institutes,114,,,unmeasured,,zero_parsed,0.9474,,,3,reverify44.csv,1,single_source,0.01
inria-hal-science-search,French Research Institutes,1083,65674,hal_api,exact,64591,,0.9815,64461,294.35,65674,capacity_final.csv,1,unchanged,294.35
insee-fr-fr,French Public Institutions,223,0,count_timeout,lower_bound,-223,,1.0,0,0.0,0,capacity_final.csv,0,unchanged,0.0
inserm-hal-science-search,French Research Institutes,883,234422,hal_api,exact,233539,,0.6931,162476,611.17,254477,crawler_health_final.csv,3,corroborated,663.46
