site_id,sheet,site_url,collected,source_total,coverage_pct,method,status,note
data-taltech-ee-search,Estonia Research Centers,https://data.taltech.ee/search?q=&f=access_status%3Aopen&f=file_type%3Apdf&f=resource_type%3Adataset&f=resource_type%3Apublication&f=is_published%3Atrue&l=list&p=1&s=10&sort=newest,92,,,unknown,unknown,
dia-govt-nz-diawebsitensf,뉴질랜드완료,https://www.dia.govt.nz/diawebsite.nsf/wpg_URL/Resource-material-Corporate-Publications-Annual-Reports?OpenDocument,28,,,unknown,unknown,
dhs-gov-congressional-approp,USA Executive Departments,https://www.dhs.gov/congressional-appropriations-reports,638,,,unknown,unknown,
dhs-gov-publication,USA Executive Departments,https://www.dhs.gov/publication/annual-report-conferences,29,,,unknown,unknown,
dhs-gov-news-releases,USA Executive Departments,https://www.dhs.gov/news-releases/press-releases,79,,,unknown,unknown,
dapa-go-kr-dapa,한국완료,https://www.dapa.go.kr/dapa/doc/selectDocList.do?menuSeq=3069&bbsSeq=326,970,,,unknown,unknown,
directives-doe-gov-guidance,USA Executive Departments,https://www.directives.doe.gov/guidance,260,,,unknown,unknown,
dol-gov-newsroom,USA Executive Departments,https://www.dol.gov/newsroom/releases?agency=All&state=All&topic=All&year=all&page=0,275,,,unknown,unknown,
directives-doe-gov-directives-browse,USA Executive Departments,https://www.directives.doe.gov/directives-browse,205,,,unknown,unknown,
doaj-org-search,Irish Research Centers,https://doaj.org/search/articles?source=%7B%22query%22%3A%7B%22match_all%22%3A%7B%7D%7D%2C%22size%22%3A50%2C%22sort%22%3A%5B%7B%22created_date%22%3A%7B%22order%22%3A%22desc%22%7D%7D%5D%2C%22track_total_hits%22%3Atrue%7D,1417,35582,4.0,oai_resumption,partial,https://doaj.org/oai
dpmc-govt-nz-publications,뉴질랜드완료,https://www.dpmc.govt.nz/publications,571,,,unknown,unknown,
data-biodiversity-be-dataset,벨기에완료,https://data.biodiversity.be/dataset/,524,,,unknown,unknown,
drc-gov-cn-leafaspx,중국 완료,https://www.drc.gov.cn/Leaf.aspx?leafid=1338,555,,,unknown,unknown,
digital-gob-es-comunicacion,Spain Ministries,https://digital.gob.es/comunicacion,416,,,unknown,unknown,
dspace-ut-ee-search,Estonia Research Centers,"https://dspace.ut.ee/search?spc.page=1&spc.sf=dc.date.accessioned&spc.sd=DESC&f.has_content_in_original_bundle=true,equals&f.subject=magistrit%C3%B6%C3%B6d,equals",125,114527,0.1,dspace_rest7,partial,https://dspace.ut.ee/server/api/discover/search/objects
doi-gov-bpp,USA Executive Departments,https://www.doi.gov/bpp/pars,204,,,unknown,unknown,
doc-cerema-fr-default,French Research Institutes,"https://doc.cerema.fr/Default/search.aspx#/Search/(query:(CloudTerms:!(),ExceptTotalFacet:!t,FacetFilter:'%7B%22_416%22:%22Publications%20scientifiques%20(HAL)%7C%7CEtude%20et%20rapport%22,%22_488%22:%22Oui%22%7D',ForceSearch:!t,HiddenFacetFilter:%7B%7D,InitialSearch:!f,Page:0,PageRange:3,QueryGuid:f6263fa6-ee7c-41d4-856d-2af7c8165659,QueryString:'*:*',ResultSize:10,ScenarioCode:DEFAULT,ScenarioDisplayMode:display-standard,SearchGridFieldsShownOnResultsDTO:!(),SearchLabel:'Tous%20les%20documents',SearchTerms:'*:*',SiteCodeRestriction:'',SortField:!n,SortOrder:0,TemplateParams:(Scenario:'',Scope:Default,Size:!n,Source:'',Support:'',UseCompact:!f),UseSpellChecking:!n),sst:4)",697,,,unknown,unknown,
dspace-emu-ee-search,Estonia Research Centers,"https://dspace.emu.ee/search?spc.page=1&f.has_content_in_original_bundle=true,equals&f.subject=magistrit%C3%B6%C3%B6d,equals",500,10421,4.8,dspace_rest7,partial,https://dspace.emu.ee/server/api/discover/search/objects
difesa-it-il-ministro,Italy Ministries,https://www.difesa.it/il-ministro/note-stampa/elenco/index.html,101,,,unknown,unknown,
doras-dcu-ie-view,Irish Research Centers,https://doras.dcu.ie/view/type/article.html,2229,,,unknown,unknown,
didaktorika-gr-eadd,Greece Research Centers,https://www.didaktorika.gr/eadd/simple-search?query=&rpp=100&sort_by=0&order=DESC,118,,,unknown,unknown,
dtic-dimensions-ai-discover,American Research Institutes,https://dtic.dimensions.ai/discover/publication,500,25000,2.0,html_count_regex,partial,https://dtic.dimensions.ai/discover/publication
dst-dk-da,덴마크완료,https://www.dst.dk/da/Statistik/nyheder-analyser-publ/Analyser,408,,,unknown,unknown,
ecat-ga-gov-au-geonetwork,호주완료,"https://ecat.ga.gov.au/geonetwork/srv/eng/catalog.search#/search?isTemplate=n&resourceTemporalDateRange=%7B%22range%22:%7B%22resourceTemporalDateRange%22:%7B%22gte%22:null,%22lte%22:null,%22relation%22:%22intersects%22%7D%7D%7D&sortBy=relevance&sortOrder=&from=1&to=30&any=PDF",796,,,unknown,unknown,
drugsandalcohol-ie-cgi,Irish Research Centers,https://www.drugsandalcohol.ie/cgi/search/archive/type?dataset=archive&screen=Search&titlex_merge=ALL&titlex=&subjectx_merge=ALL&subjectx=&q_merge=ALL&q=&type=monograph&satisfyall=ALL&order=-date%2Fbrowse_by%2Ftitle&_action_search=Search,500,,,unknown,unknown,
ec-lyon-hal-science-search,French Public Universities,https://ec-lyon.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=REPORT+OR+OTHER,222,32877,0.7,hal_solr,partial,https://api.archives-ouvertes.fr/search/ec-lyon/
diplomatie-gouv-fr-en,France Ministries,https://www.diplomatie.gouv.fr/en/press-room/latest-news?amp;amp;amp;page_courante=4&amp;amp;page_courante=3&amp;page_courante=5&page_courante=1#pagination_actus_article,551,,,unknown,unknown,
ecologie-gouv-fr-presse,France Ministries,https://www.ecologie.gouv.fr/presse,4049,,,unknown,unknown,
earlham-ac-uk-newsroom,영국완료,https://www.earlham.ac.uk/newsroom,278,,,unknown,unknown,
economie-fgov-be-nl,벨기에완료,https://economie.fgov.be/nl/publicaties,138,,,unknown,unknown,
eda-admin-ch-eda,Switzerland Departments,https://www.eda.admin.ch/eda/en/fdfa/fdfa/aktuell/news.html,12,,,unknown,unknown,
edx-netl-doe-gov-group,American Research Institutes,https://edx.netl.doe.gov/group/lca-unit-process-library,100,17984,0.6,ckan,partial,https://edx.netl.doe.gov/api/3/action/package_search
edoc-rki-de-handle,GER ResearchCenters(Unfinished),https://edoc.rki.de/handle/176904/2,20,14052,0.1,oai_resumption,partial,https://edoc.rki.de/oai/request
economy-ni-gov-uk-publications,영국완료,https://www.economy-ni.gov.uk/publications,583,,,unknown,unknown,
differ-nl-publications,Dutch Research Centers,https://www.differ.nl/publications?author=&year=&type=thesis&combine=,198,,,unknown,unknown,
economy-ni-gov-uk-news,영국완료,https://www.economy-ni.gov.uk/news,500,,,unknown,unknown,
e-stat-go-jp-stat-search,일본완료,https://www.e-stat.go.jp/stat-search?page=1,1018,1709118,0.1,html_count_regex,partial,https://www.e-stat.go.jp/stat-search?page=1
edi-admin-ch-de,Switzerland Departments,https://www.edi.admin.ch/de/medienmitteilungen-des-edi,360,,,unknown,unknown,
ed-gov-about,USA Executive Departments,https://www.ed.gov/about/news/press-release,224,387,57.9,html_count_regex,partial,https://www.ed.gov/about/news/press-release
education-govt-nz-our-work,뉴질랜드완료,https://www.education.govt.nz/our-work/publications/education-circulars,34,3,1133.3,html_count_regex,over,https://www.education.govt.nz/our-work/publications/education-circulars
education-govt-nz-search,뉴질랜드완료,https://www.education.govt.nz/search?site_search_live%5BhierarchicalMenu%5D%5Bresult.lvl0%5D%5B0%5D=Documents&site_search_live%5BhierarchicalMenu%5D%5Bresult.lvl0%5D%5B1%5D=Corporate%20publication&site_search_live%5BsortBy%5D=date_desc_live,66,3,2200.0,html_count_regex,over,https://www.education.govt.nz/search?site_search_live%5BhierarchicalMenu%5D%5Bresult.lvl0%5D%5B0%5D=Documents&site_search_live%5BhierarchicalMenu%5D%5Bresult.lvl0%5D%5B1%5D=Corporate%20publication&sit
efd-admin-ch-en,Switzerland Departments,https://www.efd.admin.ch/en/overview/nsb?sort=dateDecreasing&display=list&organization=601&topic=all&from=2024-08-29&to=2025-08-29,500,,,unknown,unknown,
ehess-hal-science-search,French Public Universities,https://ehess.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=ART+OR+COMM+OR+MEM+OR+THESE,429,108008,0.4,hal_solr,partial,https://api.archives-ouvertes.fr/search/ehess/
ehesp-fr-espace-presse,French Public Universities,https://www.ehesp.fr/espace-presse/communiques-de-presse/,127,1088,11.7,wordpress_posts,partial,https://www.ehesp.fr/wp-json/wp/v2/posts
education-ni-gov-uk-news,영국완료,https://www.education-ni.gov.uk/news,503,950,52.9,html_count_regex,partial,https://www.education-ni.gov.uk/news
en-iwhr-cn-iwhr-english-new,중국 완료,http://en.iwhr.cn/IWHR-English-New/Publications/AnnualReports/A110403index_1.htm,458,,,unknown,unknown,
en-moj-gov-cn-lawsandregulationsht,중국 완료,http://en.moj.gov.cn/lawsandregulations.html,15,,,unknown,unknown,
emep-int-mscw,Norway Research Centers,https://emep.int/mscw/mscw_publications.html,213,,,unknown,unknown,
en-ird-fr-sections,French Research Institutes,https://en.ird.fr/sections/release-press-office,84,21,400.0,html_count_regex,over,https://en.ird.fr/sections/release-press-office
en-nim-ac-cn-taxonomy,중국 완료,https://en.nim.ac.cn/taxonomy/term/170,303,,,unknown,unknown,
em-lyon-com-en,French Public Universities,https://em-lyon.com/en/newsroom,348,,,unknown,unknown,
emsl-pnnl-gov-science,American Research Institutes,https://www.emsl.pnnl.gov/science/reports,6,,,unknown,unknown,
elocus-lib-uoc-gr-search,Greece Research Centers,https://elocus.lib.uoc.gr/search/?store_query=1&display_mode=overview&search_help=list&show_form=%27%27&search_type=advanced&search_help=&display_mode=overview&wf_step=init&show_hidden=0&number=10&keep_number=&cclterm1=&cclterm2=&cclterm3=&cclterm4=&cclterm5=&cclterm6=&cclterm7=&cclterm8=%2Fhierarchy%2Fmaterial%2F030&cclterm9=&cclfield1=author&cclfield2=title&cclfield3=subject&cclfield4=datefrom&cclfield5=dateto&cclfield6=&cclfield7=lang&cclfield8=collection&cclfield9=department&cclop1=and&cclop2=and&cclop3=and&cclop4=and&cclop5=&cclop6=and&cclop7=and&cclop8=and&display_help=0&offset=1&search_coll%5Bmetadata%5D=0&search_coll%5Bdlib%5D=1&stored_cclquery=&skin=&rss=0&store_query=1&show_form=&clone_file=&export_method=none&search_coll%5Bdlib%5D=1&cclfield1=author&cclterm1=&cclop1=and&cclfield2=title&cclterm2=&cclop2=and&cclfield3=subject&cclterm3=&cclop3=and&cclfield4=datefrom&cclterm4=&cclop4=and&cclfield5=dateto&cclterm5=&cclop6=and&cclfield7=lang&cclterm7=&cclop7=and&cclfield8=collection&cclterm8=%2Fhierarchy%2Fmaterial%2F010&cclop8=and&cclfield9=department&cclterm9=#,282,,,unknown,unknown,
en-ndrc-gov-cn-policies,중국 완료,https://en.ndrc.gov.cn/policies/,52,,,unknown,unknown,
en-nhc-gov-cn-publicationshtml,중국 완료,https://en.nhc.gov.cn/publications.html,9,,,unknown,unknown,
ejournals-epublishing-ekt-gr-indexphp,Greece Research Centers,https://ejournals.epublishing.ekt.gr/index.php/index/journals-catalog,474,,,unknown,unknown,
enac-hal-science-search,French Public Universities,https://enac.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=COMM+OR+ART+OR+THESE+OR+MEM,549,3613,15.2,hal_solr,partial,https://api.archives-ouvertes.fr/search/enac/
enc-hal-science-search,French Public Universities,https://enc.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=ART+OR+ETABTHESE+OR+COMM+OR+MEM,509,3889,13.1,hal_solr,partial,https://api.archives-ouvertes.fr/search/enc/
eng-mod-gov-cn-2025xb,중국 완료,http://eng.mod.gov.cn/2025xb/M/L_251592/index.html,10,,,unknown,unknown,
efk-admin-ch-fr,Switzerland Research Centers,https://www.efk.admin.ch/fr/actualites/?category_name=medienmitteilung,26,46,56.5,wordpress_posts,partial,https://www.efk.admin.ch/wp-json/wp/v2/posts
energy-gov-open-government,USA Executive Departments,https://www.energy.gov/open-government,10,,,unknown,unknown,
energy-gov-management,USA Executive Departments,https://www.energy.gov/management/directives-guidance-and-delegations,388,,,unknown,unknown,
educacionfpydeportes-gob-es-prensahtml,Spain Ministries,https://www.educacionfpydeportes.gob.es/prensa.html,347,,,unknown,unknown,
english-www-gov-cn-archive,중국 완료,https://english.www.gov.cn/archive/statecouncilgazette/,506,,,unknown,unknown,
energy-gov-search,USA Executive Departments,https://www.energy.gov/search?page=0&f%5B0%5D=bundle_alias%3APage,191,,,unknown,unknown,
enpc-hal-science-search,French Public Universities,https://enpc.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=ART+OR+THESE+OR+COMM,741,43475,1.7,hal_solr,partial,https://api.archives-ouvertes.fr/search/enpc/
english-mee-gov-cn-resources,중국 완료,https://english.mee.gov.cn/Resources/Reports/Annual_Report_for_Nuclear_Safety/,20,,,unknown,unknown,
ens-hal-science-search,French Public Universities,https://ens.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=REPORT+OR+OTHER,18340,84355,21.7,hal_solr,partial,https://api.archives-ouvertes.fr/search/ens/
ens-lyon-hal-science-search,French Public Universities,https://ens-lyon.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=THESE+OR+COMM+OR+ART+OR+MEM,1343,106515,1.3,hal_solr,partial,https://api.archives-ouvertes.fr/search/ens-lyon/
ens-lyon-fr-lecole,French Public Universities,https://www.ens-lyon.fr/lecole/medias-et-presse/communiques-de-presse,154,,,unknown,unknown,
enscp-hal-science-search,French Public Institutions,https://enscp.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=ART+OR+THESE+OR+COMM,3517,8006,43.9,hal_solr,partial,https://api.archives-ouvertes.fr/search/enscp/
enssib-hal-science-search,French Public Universities,https://enssib.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=COMM+OR+ART,12,992,1.2,hal_solr,partial,https://api.archives-ouvertes.fr/search/enssib/
eprints-imtlucca-it-cgi,Italy Research centers,http://eprints.imtlucca.it/cgi/search/archive/advanced?screen=Search&dataset=archive&documents_merge=ALL&documents=&title_merge=ALL&title=&publication_merge=ALL&publication=&creators_name_merge=ALL&creators_name=&abstract_merge=ALL&abstract=&date=&keywords_merge=ALL&keywords=&subjects_merge=ANY&type=article&type=monograph&type=thesis&department_merge=ALL&department=&editors_name_merge=ALL&editors_name=&ispublished=pub&refereed=EITHER&eprintid=&satisfyall=ALL&order=-date%2Fcreators_name%2Ftitle&_action_search=%EA%B2%80%EC%83%89+,1461,,,unknown,unknown,
em-dk-aktuelt,덴마크완료,https://www.em.dk/aktuelt/udgivelser-og-aftaler,350,,,unknown,unknown,
eprr-lanl-gov,American Research Institutes,https://eprr.lanl.gov/?f%5BdocType_f%5D%5B%5D=Full+Paper,367,,,unknown,unknown,
envt-hal-science-search,French Public Universities,https://envt.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=OTHER+OR+REPORT,1063,17091,6.2,hal_solr,partial,https://api.archives-ouvertes.fr/search/envt/
english-cnipa-gov-cn-col,중국 완료,https://english.cnipa.gov.cn/col/col2967/index.html,353,,,unknown,unknown,
epa-ie-news-releases,Irish Research Centers,https://www.epa.ie/news-releases/news-releases-2025/,120,,,unknown,unknown,
espci-hal-science-search,French Public Universities,https://espci.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=REPORT+OR+OTHER,22,12333,0.2,hal_solr,partial,https://api.archives-ouvertes.fr/search/espci/
esri-ie-publications,Irish Research Centers,https://www.esri.ie/publications/browse,531,,,unknown,unknown,
ethz-ch-de,Switzerland Research Centers,https://ethz.ch/de/news-und-veranstaltungen/medien/medienmitteilungen.html,203,,,unknown,unknown,
ethniccommunities-govt-nz-resources,뉴질랜드완료,https://www.ethniccommunities.govt.nz/resources/our-newsletter,85,,,unknown,unknown,
eprints-soton-ac-uk-view,영국완료,https://eprints.soton.ac.uk/view/divisions/5d1c5ba6-6977-4d9d-9afe-fd1820201262/,259,,,unknown,unknown,
environment-govt-nz-publications,뉴질랜드완료,https://environment.govt.nz/publications/?offset=25,249,,,unknown,unknown,
etis-ee-portal,Estonia Research Centers,https://www.etis.ee/Portal/Publications/Index/?,138,,,unknown,unknown,
etera-ee-browse,Estonia Research Centers,https://www.etera.ee/browse,100403,,,unknown,unknown,
esteri-it-it,Italy Ministries,https://www.esteri.it/it/sala_stampa/archivionotizie/comunicati/,5533,,,unknown,unknown,
federalregister-gov-documents,USA Executive Departments,https://www.federalregister.gov/documents/search?conditions%5Bagencies%5D%5B%5D=health-and-human-services-department&conditions%5Bsearch_type_id%5D=3&conditions%5Bsignificant%5D=1&order=newest,5957,,,unknown,unknown,
fair-healthdata-be-search,벨기에완료,https://fair.healthdata.be/search,10,,,unknown,unknown,
environment-govt-nz-what-you-can-do,뉴질랜드완료,https://environment.govt.nz/what-you-can-do/have-your-say/,58,,,unknown,unknown,
fm-dk-udgivelser,덴마크완료,https://fm.dk/udgivelser/,100,,,unknown,unknown,
fhi-no-en,Norway Research Centers,https://www.fhi.no/en/publ/?lang=en&type=con-32/cat-750&filter=&sort=1&page=1&archive=0,255,,,unknown,unknown,
forest-go-kr-kfsweb,한국완료,https://www.forest.go.kr/kfsweb/cop/bbs/selectBoardList.do?bbsId=BBSMSTR_1036&mn=NKFS_04_02_01,931,,,unknown,unknown,
environment-govt-nz-acts-and-regulations,뉴질랜드완료,https://environment.govt.nz/acts-and-regulations/national-planning-standards/,315,,,unknown,unknown,
fafo-no-en,Norway Research Centers,https://www.fafo.no/en/publications,322,,,unknown,unknown,
fss-or-kr-fss,한국완료,https://www.fss.or.kr/fss/bbs/B0000188/list.do?menuNo=200218,500,,,unknown,unknown,
fibl-org-en,Switzerland Research Centers,https://www.fibl.org/en/info-centre/publications-archive-fibl-en,539,,,unknown,unknown,
ftc-go-kr-www,한국완료,"https://www.ftc.go.kr/www/selectBbsNttList.do?bordCd=3&key=12&searchCtgry=01,02",694,,,unknown,unknown,
gb-go-kr-sub,한국완료,https://gb.go.kr/Sub/open_contents/section/datastat/page.do?mnu_uid=7866&LARGE_CODE=820&MEDIUM_CODE=20&SMALL_CODE=40&SMALL_CODE2=20&mnu_order=3,406,,,unknown,unknown,
fmi-ch-research,Switzerland Research Centers,https://www.fmi.ch/research/publications/,818,,,unknown,unknown,
finance-ni-gov-uk-publications,영국완료,https://www.finance-ni.gov.uk/publications,336,,,unknown,unknown,
exteriores-gob-es-en,Spain Ministries,https://www.exteriores.gob.es/en/ServiciosAlCiudadano/Paginas/Publicaciones-oficiales.aspx,55,20,275.0,html_count_regex,over,https://www.exteriores.gob.es/en/ServiciosAlCiudadano/Paginas/Publicaciones-oficiales.aspx
gi-re-kr-home,한국완료,https://www.gi.re.kr/Home/H10000/H10100/pmsReportList,452,,,unknown,unknown,
fi-se-en,스웨덴 완료,https://www.fi.se/en/payments/nyheter-betalningar/,122,,,unknown,unknown,
forskningsradet-no-om-forskningsradet,Norway Research Centers,https://www.forskningsradet.no/om-forskningsradet/publikasjoner/,356,2,17800.0,html_count_regex,over,https://www.forskningsradet.no/om-forskningsradet/publikasjoner/
gnews-gg-go-kr-briefing,한국완료,https://gnews.gg.go.kr/briefing/brief_gongbo.do,500,,,unknown,unknown,
geoportal-statistics-gov-uk-search,영국완료,https://geoportal.statistics.gov.uk/search?collection=document&sort=Date%20Updated%7Cmodified%7Cdesc,346,24,1441.7,html_count_regex,over,https://geoportal.statistics.gov.uk/search?collection=document&sort=Date%20Updated%7Cmodified%7Cdesc
genome-gov-about-nhgri,American Research Institutes,https://www.genome.gov/about-nhgri/Budget-Financial-Information,42,,,unknown,unknown,
gcsp-ch-publications,Switzerland Research Centers,https://www.gcsp.ch/publications?type%5B230%5D=230&type%5B879%5D=879&type%5B600%5D=600&type%5B675%5D=675,176,,,unknown,unknown,
frontiersin-org-articles,American Research Institutes,https://www.frontiersin.org/articles,1230,242,508.3,html_count_regex,over,https://www.frontiersin.org/articles
gob-mx-bienestar,Mexico Ministries,https://www.gob.mx/bienestar/archivo/prensa,729,,,unknown,unknown,
gob-mx-agricultura,Mexico Ministries,https://www.gob.mx/agricultura/archivo/prensa,729,,,unknown,unknown,
go-griffith-ie-browse,Irish Research Centers,https://go.griffith.ie/browse/title,1111,662,167.8,dspace_rest7,over,https://go.griffith.ie/server/api/discover/search/objects
fmn-dk-da,덴마크완료,https://www.fmn.dk/da/nyheder/,848,,,unknown,unknown,
futureneurocentre-ie-our-research,Irish Research Centers,https://futureneurocentre.ie/our-research/publications/,455,95,478.9,wordpress_posts,over,https://futureneurocentre.ie/wp-json/wp/v2/posts
ga-gov-au-data-pubs,호주완료,https://www.ga.gov.au/data-pubs/library/legacy-publications/records/1970s,2243,,,unknown,unknown,
gob-mx-se,Mexico Ministries,https://www.gob.mx/se/archivo/prensa,288,,,unknown,unknown,
gob-mx-defensa,Mexico Ministries,https://www.gob.mx/defensa/archivo/prensa,756,,,unknown,unknown,
gob-mx-sedatu,Mexico Ministries,https://www.gob.mx/sedatu/archivo/prensa,756,,,unknown,unknown,
gob-mx-sict,Mexico Ministries,https://www.gob.mx/sict/archivo/prensa,747,,,unknown,unknown,
gov-gr-search,Greece Ministries,https://www.gov.gr/search?SearchSensor=%22%22&SingleRangeSensor=%22%CE%8C%CE%BB%CE%B5%CF%82+%CE%BF%CE%B9+%CF%85%CF%80%CE%B7%CF%81%CE%B5%CF%83%CE%AF%CE%B5%CF%82%22,489,,,unknown,unknown,
gri-re-kr-web,한국완료,https://www.gri.re.kr/web/contents/resreport.do,516,,,unknown,unknown,
github-com-orgs,Dutch Research Centers,https://github.com/orgs/Deltares/repositories,91,,,unknown,unknown,
gwangju-go-kr-boardlistdo,한국완료,https://www.gwangju.go.kr/boardList.do?boardId=BD_0000000027&pageId=www789,500,,,unknown,unknown,
gichd-org-publications-resourc,Switzerland Research Centers,https://www.gichd.org/publications-resources/publications/,266,,,unknown,unknown,
gyeongnam-go-kr-board,한국완료,https://www.gyeongnam.go.kr/board/list.gyeong?boardId=BBS_0000060&menuCd=DOM_000000135002001000&contentsSid=6959&cpath=,190,,,unknown,unknown,
gov-scot-publications,영국완료,https://www.gov.scot/publications/,1024,50542,2.0,html_count_regex,partial,https://www.gov.scot/publications/
gov-scot-statistics-and-resea,영국완료,https://www.gov.scot/statistics-and-research/,353,6001,5.9,html_count_regex,partial,https://www.gov.scot/statistics-and-research/
graduateinstitute-ch-library,Switzerland Research Centers,https://www.graduateinstitute.ch/library/publications-institute,398,,,unknown,unknown,
gov-ie-en,Ireland Ministries,https://www.gov.ie/en/search/?category=Press%20release&organisation=Department%20of%20the%20Taoiseach,780,100,780.0,html_count_regex,over,https://www.gov.ie/en/search/?category=Press%20release&organisation=Department%20of%20the%20Taoiseach
garda-ie-en,Irish Research Centers,https://www.garda.ie/en/about-us/publications/research-publications/,94,5,1880.0,html_count_regex,over,https://www.garda.ie/en/about-us/publications/research-publications/
hal-science-afd,French Public Institutions,https://hal.science/AFD/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=REPORT+OR+OTHER,59,4628498,0.0,hal_solr,partial,https://api.archives-ouvertes.fr/search/
gov-wales-publications,영국완료,https://www.gov.wales/publications,155,,,unknown,unknown,
hal-science-ign-ensg,French Public Institutions,https://hal.science/IGN-ENSG/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=THESE+OR+COMM+OR+ART,3288,4628498,0.1,hal_solr,partial,https://api.archives-ouvertes.fr/search/
gov-uk-search,영국완료,https://www.gov.uk/search/research-and-statistics?content_store_document_type=statistics_published&order=updated-newest,862,42435,2.0,html_count_regex,partial,https://www.gov.uk/search/research-and-statistics?content_store_document_type=statistics_published&order=updated-newest
genomecanada-ca-about,Canadian Research Centers,https://genomecanada.ca/about/publications/,50,,,unknown,unknown,
hcsp-fr-explorecgi,French Public Institutions,https://www.hcsp.fr/Explore.cgi/avisrapports?Annee=&Langue=&Type=c&MC0=0&MC1=,37,,,unknown,unknown,
harcresearch-org-research,American Research Institutes,https://harcresearch.org/research/#data-downloads,41,,,unknown,unknown,
harcresearch-org-news,American Research Institutes,https://harcresearch.org/news/,240,,,unknown,unknown,
hatvp-fr-actualites-et-public,French Public Institutions,https://www.hatvp.fr/actualites-et-publications/?anchor=communiques&type=communiques#communiques,57,,,unknown,unknown,
hhs-gov-guidance,USA Executive Departments,https://www.hhs.gov/guidance/,267,,,unknown,unknown,
gnewsonline-it-category,Italy Ministries,https://www.gnewsonline.it/category/comunicati-stampa/,343,,,unknown,unknown,
helios-eie-gr-helios,Greece Research Centers,https://helios.eie.gr/helios/handle/10442/9/simple-search?filterquery=%CE%86%CF%81%CE%B8%CF%81%CE%BF+%CF%83%CE%B5+%CE%B5%CF%80%CE%B9%CF%83%CF%84%CE%B7%CE%BC%CE%BF%CE%BD%CE%B9%CE%BA%CF%8C+%CF%80%CE%B5%CF%81%CE%B9%CE%BF%CE%B4%CE%B9%CE%BA%CF%8C&filtername=searchFilterTypeQualified&filtertype=equals,500,11234,4.5,oai_resumption,partial,https://helios.eie.gr/oai/request
hea-ie-resources,Irish Research Centers,https://hea.ie/resources/publications/,221,347,63.7,wordpress_posts,partial,https://hea.ie/wp-json/wp/v2/posts
health-ni-gov-uk-news,영국완료,https://www.health-ni.gov.uk/news,137,,,unknown,unknown,
health-ni-gov-uk-publications,영국완료,https://www.health-ni.gov.uk/publications,503,,,unknown,unknown,
hrbopenresearch-org,Irish Research Centers,https://hrbopenresearch.org/browse/articles,437,,,unknown,unknown,
hec-hal-science-search,French Public Universities,https://hec.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=THESE+OR+ART+OR+COMM,313,4829,6.5,hal_solr,partial,https://api.archives-ouvertes.fr/search/hec/
hi-no-en,Norway Research Centers,https://www.hi.no/en/hi/nettrapporter,119,,,unknown,unknown,
hautconseilclimat-fr-ressources-pedagogiq,French Public Institutions,https://www.hautconseilclimat.fr/ressources-pedagogiques/,234,52,450.0,wordpress_posts,over,https://www.hautconseilclimat.fr/wp-json/wp/v2/posts
homeaffairs-gov-au-sitesearch,호주완료,https://www.homeaffairs.gov.au/sitesearch?k=pdf,1308,,,unknown,unknown,
home-treasury-gov-about,USA Executive Departments,https://home.treasury.gov/about/budget-financial-reporting-planning-and-performance/agency-financial-report,12,,,unknown,unknown,
humanrights-go-kr-base,한국완료,https://www.humanrights.go.kr/base/board/list?boardManagementNo=20&menuLevel=3&menuNo=120,450,,,unknown,unknown,
hec-edu-en,French Public Universities,https://www.hec.edu/en/list-press-release,16,,,unknown,unknown,
hud-govt-nz-stats-and-insights,뉴질랜드완료,https://www.hud.govt.nz/stats-and-insights/homelessness-outlook/introducing-the-homelessness-outlook,1334,,,unknown,unknown,
icn-hal-science-search,French Public Universities,https://icn.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=ART+OR+COMM,133,1748,7.6,hal_solr,partial,https://api.archives-ouvertes.fr/search/icn/
hrb-ie-publications,Irish Research Centers,https://www.hrb.ie/publications/,187,819,22.8,wordpress_posts,partial,https://www.hrb.ie/wp-json/wp/v2/posts
idiap-ch-en,Switzerland Research Centers,https://www.idiap.ch/en/scientific-research/data#b_start=0,125,,,unknown,unknown,
gsi-ie-en-ie,Irish Research Centers,https://www.gsi.ie/en-ie/research/Pages/related-publications.aspx,113,,,unknown,unknown,
icp-hal-science-search,French Public Institutions,https://icp.hal.science/search/index/?q=%2A&rows=30&submitType_s=file&docType_s=ART+OR+COMM,220,9325,2.4,hal_solr,partial,https://api.archives-ouvertes.fr/search/icp/
icp-fr-a-propos-de-licp,French Public Institutions,https://www.icp.fr/a-propos-de-licp/presse/communiques-de-presse,99,,,unknown,unknown,
